Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Phosphorous,Potassium,Fertilizer Name
26,32,50,Sandy,Wheat,46,64,59,20-20
39,40,30,Clay,Groundnut,55,38,58,20-20
29,77,63,Black,Cotton,67,86,99,17-17-17
35,78,67,Loamy,Rice,39,76,34,17-17-17
39,67,63,Loamy,Rice,31,40,63,14-35-14
37,41,31,Loamy,Maize,1,81,85,Urea
40,38,12,Clay,Sugarcane,13,22,89,DAP
34,67,45,Sandy,Maize,43,37,52,17-17-17
28,73,24,Black,Rice,86,72,67,14-35-14
20,59,32,Loamy,Groundnut,16,47,47,DAP
27,79,42,Clay,Wheat,72,72,6,28-28
20,30,29,Sandy,Rice,65,84,83,17-17-17
34,78,62,Black,Groundnut,96,92,31,20-20
37,38,49,Black,Rice,6,60,67,Urea
36,54,59,Red,Cotton,15,94,1,DAP
26,40,60,Loamy,Sugarcane,50,23,31,17-17-17
38,68,55,Red,Groundnut,90,13,54,10-26-26
27,48,56,Loamy,Rice,5,91,89,Urea
33,59,46,Clay,Cotton,78,5,19,10-26-26
37,41,39,Red,Sugarcane,21,62,38,17-17-17
38,61,52,Loamy,Cotton,33,94,25,17-17-17
33,64,63,Clay,Pulses,95,33,18,17-17-17
27,30,49,Loamy,Sugarcane,5,91,16,DAP
33,61,44,Loamy,Cotton,76,49,33,14-35-14
38,40,22,Black,Pulses,41,44,46,20-20
25,75,70,Loamy,Pulses,83,24,92,17-17-17
33,30,63,Sandy,Rice,68,27,94,17-17-17
29,61,33,Sandy,Pulses,63,42,40,17-17-17
40,59,26,Red,Wheat,64,18,97,14-35-14
40,58,31,Red,Sugarcane,23,49,87,14-35-14
24,77,59,Clay,Cotton,74,29,70,20-20
21,43,21,Loamy,Wheat,43,5,91,DAP
38,65,11,Red,Sugarcane,49,97,68,17-17-17
30,36,55,Black,Sugarcane,100,36,98,20-20
21,41,63,Clay,Wheat,29,19,0,28-28
33,39,52,Sandy,Cotton,64,91,6,28-28
30,43,16,Red,Sugarcane,50,73,64,14-35-14
30,69,25,Clay,Pulses,50,49,71,14-35-14
29,59,67,Clay,Maize,56,97,64,17-17-17
27,52,45,Clay,Cotton,43,83,91,17-17-17
30,70,59,Red,Cotton,93,49,25,17-17-17
20,47,70,Clay,Rice,0,23,99,Urea
36,78,61,Loamy,Sugarcane,22,100,26,14-35-14
24,36,21,Clay,Pulses,26,41,48,17-17-17
22,48,13,Red,Groundnut,94,95,96,17-17-17
37,58,40,Sandy,Cotton,17,65,33,DAP
25,58,37,Black,Wheat,34,65,76,20-20
26,31,17,Loamy,Wheat,76,96,52,14-35-14
40,78,13,Loamy,Sugarcane,77,60,20,17-17-17
37,45,51,Loamy,Maize,19,41,66,Urea
37,77,65,Clay,Cotton,79,6,54,10-26-26
37,40,22,Red,Pulses,81,91,99,17-17-17
29,45,63,Sandy,Sugarcane,2,24,89,DAP
40,63,60,Loamy,Cotton,27,82,81,17-17-17
27,74,54,Loamy,Rice,65,31,55,17-17-17
30,33,15,Red,Pulses,100,66,9,28-28
26,80,31,Red,Sugarcane,68,81,7,28-28
23,45,34,Clay,Groundnut,68,18,50,14-35-14
28,38,69,Sandy,Maize,55,30,91,20-20
28,63,36,Clay,Maize,86,24,13,20-20
28,49,19,Sandy,Wheat,6,83,62,Urea
40,63,40,Black,Cotton,48,51,59,17-17-17
25,60,61,Sandy,Sugarcane,47,53,20,17-17-17
31,31,33,Loamy,Wheat,25,0,30,DAP
35,34,41,Loamy,Maize,76,33,22,20-20
25,78,25,Loamy,Groundnut,62,49,15,14-35-14
33,70,42,Red,Pulses,0,98,89,DAP
38,72,69,Sandy,Cotton,22,50,33,20-20
36,41,67,Red,Sugarcane,18,76,89,DAP
20,42,39,Red,Cotton,81,10,46,10-26-26
29,37,44,Loamy,Wheat,24,41,3,28-28
28,61,69,Loamy,Groundnut,45,45,48,20-20
39,44,55,Black,Maize,27,15,92,14-35-14
32,37,46,Sandy,Wheat,62,4,13,DAP
37,47,41,Black,Groundnut,100,97,31,17-17-17
31,41,29,Clay,Cotton,68,47,17,20-20
30,49,51,Sandy,Cotton,30,77,32,17-17-17
40,71,10,Clay,Wheat,11,2,27,Urea
31,40,46,Sandy,Wheat,70,28,44,20-20
32,62,44,Loamy,Groundnut,73,32,32,17-17-17
20,60,20,Black,Rice,26,21,50,14-35-14
28,53,37,Clay,Maize,86,72,44,14-35-14
35,73,22,Sandy,Pulses,12,84,94,DAP
30,73,55,Black,Groundnut,37,51,80,17-17-17
32,67,58,Black,Rice,90,50,5,28-28
40,36,19,Clay,Groundnut,50,15,89,14-35-14
26,36,59,Sandy,Maize,88,55,84,14-35-14
31,53,59,Black,Cotton,43,6,90,10-26-26
37,50,28,Loamy,Pulses,47,49,67,14-35-14
25,46,63,Sandy,Groundnut,85,16,67,20-20
22,71,17,Clay,Sugarcane,74,5,95,10-26-26
32,52,61,Sandy,Maize,87,46,65,14-35-14
40,72,33,Black,Wheat,67,37,16,17-17-17
23,45,66,Clay,Pulses,14,17,32,DAP
26,55,59,Loamy,Maize,23,72,79,17-17-17
23,32,15,Red,Rice,38,6,97,DAP
33,38,29,Sandy,Groundnut,3,23,73,DAP
38,67,67,Red,Wheat,100,74,97,14-35-14
21,69,47,Red,Cotton,80,20,12,20-20
36,37,49,Sandy,Maize,93,73,74,14-35-14
25,30,27,Loamy,Wheat,12,33,87,Urea
29,54,40,Loamy,Groundnut,58,0,38,10-26-26
38,55,58,Black,Pulses,12,61,66,DAP
34,80,23,Red,Cotton,83,82,52,14-35-14
34,46,66,Sandy,Maize,67,8,12,10-26-26
33,75,66,Loamy,Maize,53,40,57,20-20
22,50,53,Black,Sugarcane,35,79,84,17-17-17
28,61,15,Loamy,Cotton,80,76,67,20-20
31,69,14,Loamy,Pulses,21,49,11,17-17-17
31,53,21,Loamy,Wheat,97,90,8,28-28
38,48,63,Black,Pulses,74,54,89,20-20
29,45,56,Red,Cotton,26,39,40,17-17-17
28,41,52,Red,Groundnut,78,15,57,17-17-17
36,54,21,Sandy,Rice,14,69,77,Urea
24,39,26,Black,Cotton,73,23,23,20-20
37,37,46,Loamy,Rice,93,7,89,DAP
33,45,58,Clay,Cotton,84,9,57,10-26-26
23,75,51,Black,Cotton,92,56,10,20-20
40,36,63,Clay,Wheat,52,80,89,17-17-17
39,46,41,Black,Groundnut,81,39,24,20-20
27,77,51,Loamy,Sugarcane,47,61,87,14-35-14
26,34,33,Clay,Sugarcane,84,35,75,17-17-17
20,59,65,Clay,Sugarcane,83,88,85,14-35-14
36,50,32,Black,Cotton,38,69,98,20-20
39,58,12,Black,Rice,19,91,92,Urea
35,46,12,Clay,Maize,56,39,91,14-35-14
23,61,37,Loamy,Wheat,4,14,30,Urea
39,52,45,Clay,Sugarcane,43,88,87,20-20
31,70,66,Red,Wheat,58,19,62,14-35-14
21,49,22,Red,Rice,58,68,83,14-35-14
27,44,50,Black,Maize,48,96,11,14-35-14
22,43,70,Black,Groundnut,28,51,6,28-28
36,55,30,Red,Sugarcane,9,49,92,DAP
28,66,24,Red,Pulses,69,91,59,17-17-17
27,64,25,Loamy,Cotton,48,95,95,17-17-17
35,68,30,Black,Cotton,24,2,100,10-26-26
29,39,67,Clay,Groundnut,21,88,17,17-17-17
33,45,45,Clay,Rice,86,35,41,20-20
35,76,21,Red,Groundnut,16,16,90,DAP
40,37,33,Sandy,Cotton,47,38,51,14-35-14
25,57,19,Loamy,Maize,81,33,65,14-35-14
20,80,35,Loamy,Cotton,77,43,2,28-28
25,80,52,Loamy,Cotton,44,74,100,20-20
36,30,66,Sandy,Rice,41,71,86,20-20
38,66,45,Red,Wheat,24,54,71,14-35-14
31,52,42,Clay,Cotton,79,18,86,17-17-17
27,45,53,Clay,Maize,69,96,91,20-20
32,51,58,Loamy,Cotton,1,10,70,DAP
27,30,32,Loamy,Sugarcane,70,5,70,10-26-26
37,31,14,Red,Pulses,41,79,30,14-35-14
30,38,52,Loamy,Rice,31,67,74,20-20
40,68,64,Red,Sugarcane,19,17,32,DAP
27,49,58,Sandy,Sugarcane,69,80,31,14-35-14
32,77,56,Loamy,Rice,64,59,64,20-20
34,62,40,Sandy,Cotton,49,64,53,20-20
28,32,56,Red,Groundnut,23,9,3,10-26-26
36,68,61,Loamy,Wheat,42,68,62,14-35-14
34,74,36,Loamy,Groundnut,76,8,52,10-26-26
27,30,21,Red,Rice,31,89,56,20-20
40,71,46,Loamy,Rice,41,63,3,28-28
32,56,66,Clay,Rice,18,35,3,Urea
22,30,57,Loamy,Wheat,93,95,59,17-17-17
36,52,45,Loamy,Wheat,26,88,71,14-35-14
38,66,39,Clay,Sugarcane,92,81,14,14-35-14
40,60,58,Black,Groundnut,76,70,73,20-20
21,35,18,Red,Sugarcane,62,45,99,20-20
39,32,31,Red,Groundnut,88,60,44,14-35-14
28,43,68,Loamy,Maize,23,19,88,20-20
37,77,38,Clay,Pulses,33,52,83,20-20
24,32,40,Black,Maize,62,51,81,17-17-17
30,54,65,Loamy,Maize,66,93,80,20-20
26,70,67,Red,Groundnut,84,96,89,17-17-17
23,59,47,Black,Rice,67,14,34,DAP
23,79,17,Loamy,Rice,55,68,94,17-17-17
20,50,29,Sandy,Groundnut,86,46,85,14-35-14
34,79,30,Loamy,Sugarcane,41,98,42,17-17-17
37,49,13,Red,Wheat,64,8,18,DAP
27,66,27,Loamy,Rice,42,77,87,17-17-17
38,35,57,Sandy,Wheat,1,67,40,Urea
39,37,62,Loamy,Maize,72,75,36,14-35-14
36,45,41,Black,Maize,70,28,42,20-20
26,72,31,Clay,Groundnut,8,22,89,DAP
23,37,61,Loamy,Pulses,26,29,92,14-35-14
33,67,37,Red,Maize,21,51,74,14-35-14
20,40,29,Sandy,Rice,93,55,83,14-35-14
31,48,40,Loamy,Wheat,59,55,29,17-17-17
22,62,32,Loamy,Cotton,91,38,16,17-17-17
33,69,70,Loamy,Maize,12,75,41,Urea
31,70,21,Clay,Groundnut,81,23,18,20-20
22,42,64,Clay,Cotton,62,43,46,14-35-14
40,54,11,Red,Rice,75,29,22,14-35-14
34,79,31,Clay,Sugarcane,19,69,96,DAP
23,43,42,Clay,Maize,35,2,63,10-26-26
34,38,51,Clay,Wheat,59,18,99,14-35-14
29,44,17,Red,Sugarcane,59,7,68,10-26-26
27,62,53,Black,Groundnut,18,37,10,DAP
21,59,64,Clay,Wheat,98,96,70,17-17-17
35,55,27,Red,Wheat,35,94,11,14-35-14
21,80,68,Black,Cotton,51,66,11,17-17-17
31,42,66,Clay,Groundnut,50,49,76,17-17-17
26,66,45,Black,Groundnut,17,98,30,DAP
26,65,61,Sandy,Cotton,73,68,94,14-35-14
26,50,23,Loamy,Maize,19,51,26,Urea
37,66,57,Clay,Groundnut,33,87,70,14-35-14
25,66,70,Loamy,Sugarcane,75,29,100,20-20
28,60,62,Black,Groundnut,49,95,88,20-20
28,39,25,Sandy,Sugarcane,67,37,41,20-20
25,57,23,Red,Cotton,57,73,24,14-35-14
36,41,37,Clay,Maize,53,16,24,14-35-14
40,70,50,Red,Cotton,20,40,50,20-20
25,53,50,Loamy,Wheat,21,76,95,14-35-14
20,38,32,Black,Cotton,48,14,93,10-26-26
40,31,29,Black,Groundnut,77,46,80,20-20
35,37,35,Sandy,Rice,12,71,92,Urea
31,60,10,Clay,Maize,18,68,6,Urea
37,55,43,Red,Cotton,52,91,86,14-35-14
33,31,16,Loamy,Maize,63,21,35,20-20
21,75,18,Loamy,Groundnut,97,30,63,20-20
21,31,28,Loamy,Groundnut,76,91,64,20-20
40,69,14,Sandy,Sugarcane,5,90,14,DAP
20,43,33,Red,Wheat,23,100,35,20-20
23,76,53,Clay,Groundnut,96,15,71,14-35-14
25,72,41,Sandy,Rice,49,72,1,28-28
36,40,31,Loamy,Sugarcane,30,91,62,17-17-17
24,47,37,Clay,Pulses,94,80,91,14-35-14
29,46,50,Loamy,Wheat,87,61,83,17-17-17
20,38,19,Black,Rice,47,19,66,17-17-17
27,41,12,Clay,Rice,27,7,6,DAP
23,73,52,Black,Sugarcane,44,49,54,17-17-17
32,43,57,Sandy,Wheat,6,31,68,Urea
24,53,33,Clay,Sugarcane,2,21,43,DAP
29,58,30,Loamy,Sugarcane,84,11,3,10-26-26
27,76,56,Clay,Maize,3,59,86,Urea
31,67,70,Loamy,Rice,26,50,95,14-35-14
37,76,29,Black,Maize,61,6,69,10-26-26
25,47,21,Red,Pulses,69,53,46,14-35-14
24,59,40,Loamy,Sugarcane,73,98,9,28-28
36,75,22,Sandy,Wheat,72,86,64,17-17-17
30,62,56,Black,Wheat,31,23,96,17-17-17
38,36,41,Black,Rice,17,99,15,Urea
31,77,55,Clay,Pulses,90,98,13,14-35-14
28,46,52,Clay,Wheat,86,5,92,DAP
25,74,51,Black,Pulses,84,6,89,10-26-26
23,53,27,Red,Groundnut,61,44,78,20-20
35,54,59,Sandy,Groundnut,58,2,6,10-26-26
20,50,53,Black,Wheat,13,29,52,Urea
20,42,55,Clay,Rice,97,49,63,14-35-14
39,61,60,Black,Rice,70,43,100,20-20
28,62,12,Sandy,Wheat,32,11,93,DAP
39,79,64,Sandy,Rice,87,46,73,20-20
35,41,17,Loamy,Groundnut,13,92,66,DAP
22,38,19,Sandy,Wheat,88,36,85,17-17-17
28,63,13,Sandy,Pulses,59,0,43,10-26-26
36,44,16,Sandy,Maize,36,9,47,10-26-26
39,64,36,Black,Cotton,49,40,68,17-17-17
34,70,49,Clay,Groundnut,48,40,35,20-20
32,55,25,Sandy,Pulses,96,56,42,17-17-17
28,78,36,Red,Sugarcane,67,64,44,17-17-17
25,47,64,Red,Groundnut,6,55,95,DAP
34,30,40,Clay,Groundnut,31,27,7,28-28
39,32,28,Clay,Sugarcane,79,93,41,20-20
21,46,24,Black,Rice,22,23,18,20-20
34,44,46,Clay,Wheat,3,22,90,Urea
24,36,49,Sandy,Rice,6,36,3,Urea
25,68,37,Sandy,Pulses,25,10,5,10-26-26
36,33,49,Loamy,Cotton,50,28,55,17-17-17
25,42,18,Sandy,Groundnut,40,74,84,17-17-17
30,73,41,Clay,Pulses,15,18,15,DAP
21,72,49,Red,Groundnut,59,60,44,14-35-14
32,34,63,Black,Groundnut,98,74,64,17-17-17
38,48,36,Black,Sugarcane,27,10,31,10-26-26
34,51,42,Red,Groundnut,41,89,58,20-20
31,78,33,Red,Pulses,67,12,98,10-26-26
29,55,26,Black,Pulses,75,11,40,10-26-26
32,31,50,Loamy,Groundnut,65,4,94,10-26-26
33,76,44,Sandy,Sugarcane,6,72,16,DAP
32,69,68,Loamy,Maize,65,30,4,28-28
36,45,61,Black,Sugarcane,20,65,96,14-35-14
29,40,20,Red,Rice,99,58,95,14-35-14
27,37,56,Clay,Wheat,52,66,30,20-20
36,45,21,Black,Groundnut,81,14,67,10-26-26
34,55,59,Clay,Pulses,11,15,60,DAP
29,58,42,Clay,Cotton,30,1,73,10-26-26
23,61,35,Sandy,Rice,4,47,63,Urea
27,65,33,Sandy,Rice,52,13,25,DAP
29,73,58,Loamy,Rice,77,43,5,28-28
27,41,56,Clay,Sugarcane,36,91,94,14-35-14
34,30,35,Black,Cotton,64,62,61,17-17-17
22,38,57,Loamy,Sugarcane,100,31,92,20-20
34,44,62,Black,Rice,56,31,30,20-20
25,34,50,Red,Wheat,91,68,80,17-17-17
31,40,33,Sandy,Rice,85,86,98,20-20
23,59,40,Loamy,Cotton,44,41,52,14-35-14
37,46,14,Loamy,Rice,59,24,92,20-20
37,38,18,Sandy,Cotton,84,85,56,17-17-17
24,79,48,Black,Maize,44,10,36,10-26-26
40,61,44,Loamy,Cotton,20,34,98,17-17-17
36,71,58,Clay,Pulses,72,19,29,14-35-14
27,70,42,Sandy,Wheat,32,22,92,14-35-14
24,45,60,Red,Rice,17,11,85,Urea
40,66,50,Black,Wheat,31,83,90,14-35-14
21,45,61,Red,Rice,75,84,90,20-20
39,37,51,Red,Sugarcane,71,18,97,14-35-14
32,50,54,Loamy,Sugarcane,72,68,21,20-20
31,38,46,Sandy,Rice,3,77,21,Urea
28,65,42,Loamy,Wheat,22,47,47,14-35-14
35,41,26,Sandy,Rice,86,35,80,20-20
38,36,70,Clay,Wheat,1,91,82,Urea
35,61,68,Sandy,Groundnut,30,78,82,14-35-14
24,34,47,Black,Rice,30,99,56,17-17-17
21,34,29,Loamy,Maize,66,54,35,14-35-14
31,51,55,Loamy,Sugarcane,34,84,31,14-35-14
40,38,58,Black,Groundnut,40,7,52,10-26-26
28,78,63,Black,Wheat,49,0,70,DAP
24,46,67,Black,Maize,97,95,31,14-35-14
38,59,34,Black,Sugarcane,47,71,74,14-35-14
20,34,12,Loamy,Pulses,20,51,60,17-17-17
23,55,52,Red,Sugarcane,6,77,22,DAP
34,73,34,Sandy,Rice,43,80,70,17-17-17
33,43,22,Black,Rice,5,34,82,Urea
37,47,54,Red,Sugarcane,96,79,68,20-20
27,64,27,Clay,Wheat,67,63,55,14-35-14
34,43,40,Clay,Groundnut,71,85,86,20-20
24,36,35,Black,Pulses,19,49,9,DAP
36,63,25,Loamy,Rice,28,90,79,20-20
39,61,10,Clay,Sugarcane,79,72,25,14-35-14
24,54,25,Red,Cotton,66,76,53,14-35-14
23,79,70,Black,Cotton,81,53,50,14-35-14
28,64,29,Black,Wheat,77,53,87,14-35-14
32,64,47,Sandy,Rice,45,90,59,14-35-14
27,49,55,Loamy,Rice,84,37,59,17-17-17
29,61,26,Clay,Pulses,61,79,25,20-20
21,64,64,Red,Groundnut,56,98,61,17-17-17
28,66,45,Black,Sugarcane,89,85,94,20-20
38,54,39,Black,Cotton,67,45,67,20-20
37,68,22,Sandy,Sugarcane,50,67,22,20-20
29,79,10,Black,Rice,89,8,71,DAP
38,42,12,Sandy,Groundnut,78,18,69,17-17-17
33,35,11,Clay,Cotton,69,48,52,14-35-14
27,36,46,Red,Sugarcane,84,45,12,20-20
32,39,64,Clay,Groundnut,5,21,18,DAP
38,35,63,Red,Pulses,10,98,30,DAP
21,53,50,Loamy,Sugarcane,56,50,45,20-20
37,69,31,Clay,Cotton,55,56,30,14-35-14
23,48,20,Sandy,Wheat,85,89,58,20-20
37,54,27,Black,Wheat,60,2,85,DAP
37,72,69,Red,Maize,24,47,12,17-17-17
25,80,55,Red,Wheat,62,44,77,17-17-17
38,64,43,Clay,Cotton,19,18,12,DAP
26,58,43,Clay,Groundnut,42,23,35,20-20
37,74,54,Clay,Maize,49,27,94,14-35-14
27,50,56,Clay,Groundnut,9,99,47,DAP
33,66,17,Loamy,Cotton,9,13,43,DAP
34,43,32,Loamy,Groundnut,58,21,46,20-20
38,41,30,Red,Rice,90,39,16,20-20
40,66,17,Black,Sugarcane,89,75,46,20-20
25,56,63,Clay,Groundnut,60,74,48,14-35-14
30,70,16,Loamy,Groundnut,94,30,24,20-20
29,40,34,Red,Rice,21,57,60,17-17-17
39,44,55,Red,Sugarcane,99,77,11,17-17-17
39,35,14,Sandy,Maize,0,54,2,Urea
27,65,61,Loamy,Maize,36,52,10,20-20
28,67,56,Sandy,Rice,9,83,79,Urea
33,41,67,Black,Cotton,52,45,43,20-20
36,65,60,Loamy,Maize,10,71,66,Urea
27,59,64,Clay,Sugarcane,53,70,65,20-20
26,62,66,Black,Rice,73,93,18,17-17-17
27,39,34,Red,Cotton,34,91,93,14-35-14
38,61,56,Loamy,Maize,98,42,60,17-17-17
22,37,45,Red,Sugarcane,63,53,73,20-20
23,51,12,Sandy,Groundnut,2,89,93,DAP
39,54,40,Loamy,Maize,19,83,92,Urea
35,67,24,Red,Pulses,6,71,78,DAP
21,44,64,Clay,Sugarcane,3,58,52,DAP
20,39,64,Loamy,Cotton,55,97,30,20-20
22,62,50,Clay,Rice,35,64,46,17-17-17
39,61,37,Black,Wheat,74,87,72,14-35-14
24,47,69,Sandy,Maize,75,13,18,10-26-26
31,52,15,Sandy,Sugarcane,52,81,4,28-28
24,55,65,Clay,Groundnut,42,89,19,20-20
30,47,39,Red,Cotton,12,91,8,DAP
31,68,23,Clay,Maize,35,42,97,20-20
21,31,57,Loamy,Rice,63,3,95,DAP
22,39,69,Black,Pulses,98,98,14,14-35-14
39,61,31,Black,Pulses,91,16,96,20-20
39,75,53,Loamy,Sugarcane,0,11,60,DAP
39,50,49,Black,Groundnut,4,73,5,DAP
28,74,62,Loamy,Sugarcane,15,95,64,DAP
34,39,22,Black,Pulses,69,16,37,17-17-17
22,42,20,Sandy,Cotton,48,6,70,10-26-26
22,73,52,Black,Wheat,2,66,34,Urea
21,53,33,Loamy,Pulses,5,3,62,DAP
26,50,19,Loamy,Wheat,3,46,86,Urea
20,64,63,Black,Maize,40,87,38,14-35-14
21,44,62,Sandy,Sugarcane,13,32,44,DAP
38,49,58,Red,Groundnut,24,34,30,17-17-17
38,60,32,Black,Maize,68,53,51,20-20
35,66,60,Sandy,Pulses,20,95,73,17-17-17
39,45,45,Clay,Sugarcane,95,16,98,14-35-14
23,31,64,Black,Rice,29,16,44,20-20
25,35,14,Loamy,Groundnut,68,80,44,17-17-17
31,41,63,Clay,Pulses,43,83,82,20-20
23,69,33,Loamy,Pulses,74,18,3,28-28
28,34,39,Red,Maize,20,19,85,17-17-17
23,66,66,Sandy,Pulses,15,12,43,DAP
23,80,27,Red,Pulses,36,38,86,14-35-14
20,49,29,Loamy,Rice,66,3,91,DAP
29,46,18,Sandy,Cotton,58,10,84,10-26-26
31,42,52,Loamy,Sugarcane,13,22,27,DAP
32,76,35,Clay,Groundnut,4,2,13,DAP
33,68,32,Black,Cotton,45,11,79,10-26-26
31,31,23,Loamy,Wheat,97,38,34,14-35-14
36,41,65,Loamy,Cotton,16,34,97,DAP
27,72,42,Loamy,Wheat,68,55,80,17-17-17
26,41,60,Clay,Pulses,45,81,97,20-20
31,41,46,Clay,Maize,13,53,98,Urea
20,51,54,Clay,Cotton,93,66,92,14-35-14
27,44,65,Sandy,Sugarcane,3,16,16,DAP
34,55,63,Red,Cotton,8,72,96,DAP
30,71,39,Red,Pulses,58,57,94,14-35-14
31,62,50,Sandy,Rice,65,94,18,14-35-14
26,79,30,Black,Cotton,16,21,30,DAP
30,79,22,Loamy,Pulses,21,31,25,14-35-14
30,68,41,Clay,Groundnut,2,76,79,DAP
26,77,21,Loamy,Groundnut,7,88,48,DAP
26,33,17,Sandy,Cotton,90,69,39,17-17-17
32,38,59,Black,Cotton,63,71,96,14-35-14
33,72,23,Sandy,Pulses,84,45,47,17-17-17
33,34,66,Loamy,Wheat,86,67,42,14-35-14
26,65,51,Clay,Cotton,8,84,44,DAP
34,69,45,Clay,Rice,56,65,18,17-17-17
39,74,11,Black,Groundnut,87,77,28,14-35-14
26,57,47,Black,Pulses,56,66,63,14-35-14
24,32,32,Loamy,Rice,87,20,71,20-20
38,52,52,Loamy,Groundnut,83,77,14,14-35-14
33,45,11,Loamy,Maize,99,87,31,14-35-14
21,74,45,Black,Sugarcane,79,17,31,20-20
34,64,51,Sandy,Groundnut,45,19,72,14-35-14
31,30,42,Clay,Sugarcane,51,72,48,14-35-14
23,55,62,Black,Groundnut,20,100,99,17-17-17
40,55,35,Clay,Sugarcane,73,23,93,14-35-14
36,79,48,Red,Maize,67,68,47,14-35-14
34,31,49,Red,Pulses,100,22,45,20-20
40,79,10,Sandy,Groundnut,17,0,60,DAP
40,77,40,Black,Groundnut,55,75,89,20-20
32,31,49,Red,Wheat,53,12,15,DAP
23,72,64,Clay,Cotton,93,71,37,14-35-14
35,37,16,Loamy,Pulses,85,87,76,20-20
26,34,61,Sandy,Maize,99,12,99,10-26-26
40,64,60,Red,Wheat,6,75,19,Urea
24,64,22,Sandy,Pulses,48,5,52,10-26-26
28,41,42,Sandy,Rice,39,23,62,14-35-14
31,33,40,Black,Cotton,58,68,31,17-17-17
40,64,60,Clay,Cotton,55,12,74,10-26-26
34,56,15,Black,Cotton,95,80,61,14-35-14
32,63,22,Loamy,Maize,2,60,73,Urea
20,34,70,Loamy,Maize,15,10,25,Urea
24,40,52,Sandy,Rice,32,97,67,14-35-14
32,31,63,Black,Sugarcane,18,94,98,DAP
36,46,14,Black,Rice,41,70,73,20-20
23,30,69,Loamy,Rice,88,51,48,14-35-14
38,45,12,Black,Rice,98,63,92,14-35-14
30,35,49,Sandy,Groundnut,81,60,80,20-20
23,80,53,Clay,Wheat,6,94,8,Urea
27,45,50,Clay,Rice,24,11,15,DAP
32,41,10,Sandy,Sugarcane,49,13,10,10-26-26
34,70,30,Clay,Groundnut,40,67,71,17-17-17
20,68,36,Loamy,Pulses,99,27,15,20-20
29,37,58,Sandy,Sugarcane,9,100,46,DAP
29,53,61,Clay,Sugarcane,67,79,56,20-20
32,41,24,Clay,Wheat,45,82,52,17-17-17
40,57,18,Black,Sugarcane,63,98,27,20-20
26,37,11,Clay,Cotton,48,2,84,10-26-26
35,75,45,Sandy,Maize,49,95,78,17-17-17
32,72,64,Sandy,Sugarcane,71,6,57,10-26-26
29,80,24,Loamy,Rice,44,28,91,17-17-17
30,75,62,Red,Sugarcane,79,10,72,10-26-26
20,80,60,Clay,Cotton,75,74,78,14-35-14
27,76,51,Black,Pulses,60,50,70,17-17-17
32,80,18,Red,Groundnut,34,4,17,10-26-26
22,34,29,Sandy,Sugarcane,71,99,63,17-17-17
30,79,40,Black,Rice,63,100,5,28-28
37,71,21,Black,Rice,77,37,21,17-17-17
28,54,54,Black,Pulses,30,44,96,17-17-17
25,37,69,Red,Pulses,6,93,19,DAP
35,77,48,Red,Rice,88,93,98,14-35-14
36,78,62,Sandy,Groundnut,53,44,20,14-35-14
37,74,33,Clay,Groundnut,54,9,19,10-26-26
20,32,44,Clay,Wheat,40,78,57,20-20
25,30,28,Sandy,Maize,38,15,93,14-35-14
23,69,18,Sandy,Rice,85,5,83,DAP
20,51,37,Clay,Pulses,83,78,62,14-35-14
30,35,24,Sandy,Maize,65,90,84,17-17-17
34,52,44,Sandy,Wheat,13,34,57,Urea
24,74,47,Red,Sugarcane,73,5,92,10-26-26
27,59,57,Clay,Pulses,85,43,13,17-17-17
21,49,49,Sandy,Groundnut,95,75,77,14-35-14
30,34,55,Clay,Rice,37,30,61,20-20
36,76,20,Sandy,Pulses,95,4,14,10-26-26
30,55,50,Black,Maize,98,27,79,17-17-17
20,51,18,Loamy,Pulses,89,63,23,17-17-17
25,45,21,Clay,Wheat,14,36,43,Urea
22,71,28,Black,Rice,89,60,45,20-20
22,39,45,Red,Rice,21,29,54,20-20
36,53,31,Black,Cotton,4,45,33,DAP
30,72,47,Red,Cotton,45,57,18,20-20
32,34,36,Sandy,Cotton,3,85,62,DAP
28,64,22,Black,Rice,86,69,47,17-17-17
36,59,49,Red,Pulses,98,66,43,17-17-17
26,74,51,Sandy,Wheat,20,59,34,20-20
20,72,54,Clay,Rice,44,60,96,20-20
21,55,11,Black,Wheat,13,89,91,Urea
34,64,68,Sandy,Maize,13,86,64,Urea
33,64,44,Loamy,Groundnut,89,0,43,10-26-26
38,63,62,Black,Groundnut,62,85,42,17-17-17
26,54,13,Black,Pulses,3,66,51,DAP
33,39,21,Loamy,Groundnut,81,56,80,17-17-17
32,39,49,Black,Wheat,58,38,56,20-20
24,63,12,Black,Pulses,10,72,88,DAP
21,51,60,Clay,Wheat,68,68,9,28-28
29,35,34,Sandy,Sugarcane,61,78,93,17-17-17
33,57,53,Black,Maize,78,11,48,10-26-26
37,47,26,Red,Pulses,22,2,27,10-26-26
30,58,19,Loamy,Maize,93,51,81,14-35-14
40,41,27,Black,Sugarcane,21,86,55,20-20
35,51,29,Loamy,Cotton,72,1,77,10-26-26
27,69,17,Sandy,Sugarcane,18,18,65,DAP
20,52,66,Red,Rice,89,98,39,20-20
24,78,65,Red,Rice,88,46,32,20-20
39,74,42,Black,Sugarcane,8,30,61,DAP
26,59,41,Red,Pulses,7,69,43,DAP
